;primary_title;original_title;release_year;duration;genres;rating;num_votes;is_romance;nconst_actor;actor;actor_birth_year;nconst_actress;actress;actress_birth_year;actress_age;actor_age;age_gap;actor_age_bin;actress_age_bin
746;Starman;Starman;1984;115;Romance,Sci-Fi;7.0;45959.0;TRUE;nm0000313;Jeff Bridges;1949;nm0000261;Karen Allen;1951;33;35;2;(30.0, 35.0];(30.0, 35.0]
745;Purple Rain;Purple Rain;1984;111;Drama,Music,Romance;6.5;20949.0;TRUE;nm0002239;Prince;1958;nm0467664;Apollonia Kotero;1959;25;26;1;(25.0, 30.0];(20.0, 25.0]
756;Racing with the Moon;Racing with the Moon;1984;108;Comedy,Drama,Romance;6.7;4444.0;TRUE;nm0000576;Sean Penn;1960;nm0001527;Elizabeth McGovern;1961;23;24;1;(20.0, 25.0];(20.0, 25.0]
744;Sixteen Candles;Sixteen Candles;1984;93;Comedy,Romance;7.0;111955.0;TRUE;nm0001309;Anthony Michael Hall;1968;nm0000208;Molly Ringwald;1968;16;16;0;(12.0, 16.0];(12.0, 16.0]
748;Footloose;Footloose;1984;107;Drama,Music,Romance;6.6;76629.0;TRUE;nm0000102;Kevin Bacon;1958;nm0001742;Lori Singer;1957;27;26;-1;(25.0, 30.0];(25.0, 30.0]
757;Boy Meets Girl;Boy Meets Girl;1984;100;Drama,Romance;7.0;3478.0;TRUE;nm0491777;Denis Lavant;1961;nm0674701;Mireille Perrier;1959;25;23;-2;(20.0, 25.0];(20.0, 25.0]
740;All of Me;All of Me;1984;93;Comedy,Fantasy,Romance;6.7;18113.0;TRUE;nm0000188;Steve Martin;1945;nm0005499;Lily Tomlin;1939;45;39;-6;(35.0, 40.0];(40.0, 45.0]
755;Swing Shift;Swing Shift;1984;100;Drama,Romance,War;5.9;4778.0;TRUE;nm0000621;Kurt Russell;1951;nm0000443;Goldie Hawn;1945;39;33;-6;(30.0, 35.0];(35.0, 40.0]
742;The Philadelphia Experiment;The Philadelphia Experiment;1984;102;Adventure,Drama,Romance;6.1;15117.0;TRUE;nm0001595;Michael Paré;1958;nm0000262;Nancy Allen;1950;34;26;-8;(25.0, 30.0];(30.0, 35.0]
772;Carmen;Carmen;1983;102;Drama,Music,Romance;7.6;3107.0;TRUE;nm0300565;Antonio Gades;1936;nm0812556;Laura del Sol;1961;22;47;25;(45.0, 50.0];(20.0, 25.0]
768;Flashdance;Flashdance;1983;95;Drama,Music,Romance;6.2;51356.0;TRUE;nm0636694;Michael Nouri;1945;nm0000884;Jennifer Beals;1963;20;38;18;(35.0, 40.0];(16.0, 20.0]
761;Breathless;Breathless;1983;100;Action,Drama,Romance;5.9;9148.0;TRUE;nm0000152;Richard Gere;1949;nm0438585;Valérie Kaprisky;1962;21;34;13;(30.0, 35.0];(20.0, 25.0]
773;Çarikli Milyoner;Çarikli Milyoner;1983;86;Comedy,Drama,Romance;6.8;2990.0;TRUE;nm0839017;Kemal Sunal;1944;nm0623455;Necla Nazir;1956;27;39;12;(35.0, 40.0];(25.0, 30.0]
766;The Man with Two Brains;The Man with Two Brains;1983;93;Comedy,Romance,Sci-Fi;6.4;25501.0;TRUE;nm0000188;Steve Martin;1945;nm0000678;Kathleen Turner;1954;29;38;9;(35.0, 40.0];(25.0, 30.0]
777;Sadma;Sadma;1983;141;Drama,Romance;8.4;3116.0;TRUE;nm0352032;Kamal Haasan;1954;nm0004437;Sridevi;1963;20;29;9;(25.0, 30.0];(16.0, 20.0]
771;High Road to China;High Road to China;1983;105;Adventure,Drama,Romance;6.1;5351.0;TRUE;nm0000633;Tom Selleck;1945;nm0000787;Bess Armstrong;1953;30;38;8;(35.0, 40.0];(25.0, 30.0]
774;Sagara Sangamam;Sagara Sangamam;1983;160;Drama,Music,Romance;8.8;3073.0;TRUE;nm0352032;Kamal Haasan;1954;nm0419685;Jaya Prada;1962;21;29;8;(25.0, 30.0];(20.0, 25.0]
769;Private School;Private School;1983;89;Comedy,Romance;5.3;6353.0;TRUE;nm0000546;Matthew Modine;1959;nm0000121;Phoebe Cates;1963;20;24;4;(20.0, 25.0];(16.0, 20.0]
760;Staying Alive;Staying Alive;1983;93;Drama,Music,Romance;4.7;15629.0;TRUE;nm0000237;John Travolta;1954;nm0722407;Cynthia Rhodes;1956;27;29;2;(25.0, 30.0];(25.0, 30.0]
767;Rumble Fish;Rumble Fish;1983;94;Crime,Drama,Romance;7.2;33614.0;TRUE;nm0000369;Matt Dillon;1964;nm0000178;Diane Lane;1965;18;19;1;(16.0, 20.0];(16.0, 20.0]
765;All the Right Moves;All the Right Moves;1983;91;Drama,Romance,Sport;6.0;18203.0;TRUE;nm0000129;Tom Cruise;1962;nm0000670;Lea Thompson;1961;22;21;-1;(20.0, 25.0];(20.0, 25.0]
770;Valley Girl;Valley Girl;1983;99;Comedy,Romance;6.4;14736.0;TRUE;nm0000115;Nicolas Cage;1964;nm0286033;Deborah Foreman;1962;21;19;-2;(16.0, 20.0];(20.0, 25.0]
776;Two of a Kind;Two of a Kind;1983;88;Comedy,Fantasy,Romance;4.7;4161.0;TRUE;nm0000237;John Travolta;1954;nm0000556;Olivia Newton-John;1948;35;29;-6;(25.0, 30.0];(30.0, 35.0]
763;Yentl;Yentl;1983;133;Drama,Musical,Romance;6.6;13738.0;TRUE;nm0001597;Mandy Patinkin;1952;nm0000659;Barbra Streisand;1942;41;31;-10;(30.0, 35.0];(40.0, 45.0]
762;Class;Class;1983;98;Comedy,Drama,Romance;6.0;10618.0;TRUE;nm0000507;Rob Lowe;1964;nm0000302;Jacqueline Bisset;1944;39;19;-20;(16.0, 20.0];(35.0, 40.0]
778;The Pirates of Penzance;The Pirates of Penzance;1983;112;Comedy,Musical,Romance;7.1;3446.0;TRUE;nm0000177;Kevin Kline;1947;nm0001450;Angela Lansbury;1925;58;36;-22;(35.0, 40.0];(55.0, 60.0]
764;Sekerpare;Sekerpare;1983;90;Comedy,History,Romance;8.0;6311.0;TRUE;nm0758656;Ilyas Salman;1954;nm0463803;Neriman Köksal;1928;55;29;-26;(25.0, 30.0];(50.0, 55.0]
789;Cannery Row;Cannery Row;1982;120;Comedy,Drama,Romance;6.7;3708.0;TRUE;nm0000560;Nick Nolte;1941;nm0000700;Debra Winger;1955;27;41;14;(40.0, 45.0];(25.0, 30.0]
781;Tootsie;Tootsie;1982;116;Comedy,Drama,Romance;7.4;103308.0;TRUE;nm0000163;Dustin Hoffman;1937;nm0001448;Jessica Lange;1949;33;45;12;(40.0, 45.0];(30.0, 35.0]
780;Best Friends;Best Friends;1982;116;Comedy,Drama,Romance;5.5;2845.0;TRUE;nm0000608;Burt Reynolds;1936;nm0000443;Goldie Hawn;1945;37;46;9;(45.0, 50.0];(35.0, 40.0]
791;Moondram Pirai;Moondram Pirai;1982;143;Drama,Romance;8.6;2812.0;TRUE;nm0352032;Kamal Haasan;1954;nm0004437;Sridevi;1963;19;28;9;(25.0, 30.0];(16.0, 20.0]
794;La balance;La balance;1982;103;Crime,Drama,Romance;6.6;1162.0;TRUE;nm0529645;Philippe Léotard;1940;nm0000882;Nathalie Baye;1948;34;42;8;(40.0, 45.0];(30.0, 35.0]
785;Victor Victoria;Victor Victoria;1982;134;Comedy,Music,Romance;7.6;20852.0;TRUE;nm0001258;James Garner;1928;nm0000267;Julie Andrews;1935;47;54;7;(50.0, 55.0];(45.0, 50.0]
797;Les sous-doués en vacances;Les sous-doués en vacances;1982;95;Comedy,Music,Romance;4.9;1419.0;TRUE;nm0000809;Daniel Auteuil;1950;nm0207732;Grace de Capitani;1957;25;32;7;(30.0, 35.0];(20.0, 25.0]
782;An Officer and a Gentleman;An Officer and a Gentleman;1982;124;Drama,Romance;7.0;54756.0;TRUE;nm0000152;Richard Gere;1949;nm0000700;Debra Winger;1955;27;33;6;(30.0, 35.0];(25.0, 30.0]
790;Frances;Frances;1982;140;Biography,Drama,Romance;7.3;7734.0;TRUE;nm0001731;Sam Shepard;1943;nm0001448;Jessica Lange;1949;33;39;6;(35.0, 40.0];(30.0, 35.0]
795;Arth;Arth;1982;138;Drama,Romance;7.9;1386.0;TRUE;nm0451425;Kulbhushan Kharbanda;1944;nm0000818;Shabana Azmi;1950;32;38;6;(35.0, 40.0];(30.0, 35.0]
799;Kiss Me Goodbye;Kiss Me Goodbye;1982;101;Comedy,Fantasy,Romance;6.0;2127.0;TRUE;nm0001001;James Caan;1940;nm0000398;Sally Field;1946;36;42;6;(40.0, 45.0];(35.0, 40.0]
788;Summer Lovers;Summer Lovers;1982;98;Comedy,Drama,Romance;5.8;4039.0;TRUE;nm0001251;Peter Gallagher;1955;nm0000435;Daryl Hannah;1960;22;27;5;(25.0, 30.0];(20.0, 25.0]
793;Paradise;Paradise;1982;100;Adventure,Romance;4.9;2573.0;TRUE;nm0000714;Willie Aames;1960;nm0000121;Phoebe Cates;1963;19;22;3;(20.0, 25.0];(16.0, 20.0]
783;Sophie's Choice;Sophie's Choice;1982;150;Drama,Romance;7.6;46636.0;TRUE;nm0000177;Kevin Kline;1947;nm0000658;Meryl Streep;1949;33;35;2;(30.0, 35.0];(30.0, 35.0]
798;Humongous;Humongous;1982;94;Horror,Mystery,Romance;4.9;1968.0;TRUE;nm0908594;David Wysocki;1958;nm0432201;Janet Julian;1959;23;24;1;(20.0, 25.0];(20.0, 25.0]
787;The Last American Virgin;The Last American Virgin;1982;92;Comedy,Drama,Romance;6.3;8501.0;TRUE;nm0598413;Lawrence Monoson;1964;nm0291404;Diane Franklin;1962;20;18;-2;(16.0, 20.0];(16.0, 20.0]
784;The Year of Living Dangerously;The Year of Living Dangerously;1982;115;Drama,Romance,War;7.1;20896.0;TRUE;nm0000154;Mel Gibson;1956;nm0000244;Sigourney Weaver;1949;33;26;-7;(25.0, 30.0];(30.0, 35.0]
796;Nadiya Ke Paar;Nadiya Ke Paar;1982;143;Drama,Romance;7.9;964.0;TRUE;nm0755113;Sachin Pilgaonkar;1957;nm0592789;Sadhana Singh;1965;74;25;-49;(20.0, 25.0];(65.0, 81.0]
805;Absence of Malice;Absence of Malice;1981;116;Drama,Romance,Thriller;6.9;13074.0;TRUE;nm0000056;Paul Newman;1925;nm0000398;Sally Field;1946;35;56;21;(55.0, 60.0];(30.0, 35.0]
800;Lola;Lola;1981;115;Drama,Romance;7.5;5906.0;TRUE;nm0000090;Armin Mueller-Stahl;1930;nm0837784;Barbara Sukowa;1950;31;51;20;(50.0, 55.0];(30.0, 35.0]
806;Eye of the Needle;Eye of the Needle;1981;112;Romance,Thriller,War;7.1;10401.0;TRUE;nm0000661;Donald Sutherland;1935;nm0625075;Kate Nelligan;1950;31;46;15;(45.0, 50.0];(30.0, 35.0]
803;The Postman Always Rings Twice;The Postman Always Rings Twice;1981;122;Crime,Drama,Romance;6.6;22986.0;TRUE;nm0000197;Jack Nicholson;1937;nm0001448;Jessica Lange;1949;32;44;12;(40.0, 45.0];(30.0, 35.0]
813;All Night Long;All Night Long;1981;87;Comedy,Drama,Romance;5.5;1823.0;TRUE;nm0000432;Gene Hackman;1930;nm0000659;Barbra Streisand;1942;39;51;12;(50.0, 55.0];(35.0, 40.0]
802;Arthur;Arthur;1981;97;Comedy,Romance;6.9;27594.0;TRUE;nm0001545;Dudley Moore;1935;nm0591485;Liza Minnelli;1946;35;46;11;(45.0, 50.0];(30.0, 35.0]
808;One from the Heart;One from the Heart;1981;107;Drama,Musical,Romance;6.5;6018.0;TRUE;nm0002078;Frederic Forrest;1936;nm0000414;Teri Garr;1947;34;45;11;(40.0, 45.0];(30.0, 35.0]
817;Gol Krali;Gol Krali;1981;81;Action,Comedy,Romance;6.9;3598.0;TRUE;nm0839017;Kemal Sunal;1944;nm0947995;Suna Yildizoglu;1955;26;37;11;(35.0, 40.0];(25.0, 30.0]
809;Caveman;Caveman;1981;91;Comedy,Romance;5.8;7748.0;TRUE;nm0823592;Ringo Starr;1940;nm0001480;Shelley Long;1949;32;41;9;(40.0, 45.0];(30.0, 35.0]
807;Endless Love;Endless Love;1981;116;Drama,Romance;4.9;8194.0;TRUE;nm0382063;Martin Hewitt;1958;nm0000222;Brooke Shields;1965;16;23;7;(20.0, 25.0];(12.0, 16.0]
811;Lady Chatterley's Lover;Lady Chatterley's Lover;1981;104;Drama,Romance;5.2;2744.0;TRUE;nm0108470;Shane Briant;1946;nm0000482;Sylvia Kristel;1952;29;35;6;(30.0, 35.0];(25.0, 30.0]
801;Body Heat;Body Heat;1981;113;Crime,Drama,Romance;7.4;34066.0;TRUE;nm0000458;William Hurt;1950;nm0000678;Kathleen Turner;1954;27;31;4;(30.0, 35.0];(25.0, 30.0]
814;Chashme Buddoor;Chashme Buddoor;1981;145;Comedy,Family,Romance;8.0;2440.0;TRUE;nm0787582;Farooq Shaikh;1948;nm0622732;Deepti Naval;1952;29;33;4;(30.0, 35.0];(25.0, 30.0]
810;Pennies from Heaven;Pennies from Heaven;1981;108;Drama,Musical,Romance;6.5;5545.0;TRUE;nm0000188;Steve Martin;1945;nm0001613;Bernadette Peters;1948;33;36;3;(35.0, 40.0];(30.0, 35.0]
816;Pour la peau d'un flic;Pour la peau d'un flic;1981;105;Action,Crime,Romance;6.4;1764.0;TRUE;nm0001128;Alain Delon;1935;nm0014800;Mireille Darc;1938;43;46;3;(45.0, 50.0];(40.0, 45.0]
818;Modern Romance;Modern Romance;1981;93;Comedy,Romance;7.0;3775.0;TRUE;nm0000983;Albert Brooks;1947;nm0002130;Kathryn Harrold;1950;31;34;3;(30.0, 35.0];(30.0, 35.0]
804;The French Lieutenant's Woman;The French Lieutenant's Woman;1981;124;Drama,Romance;7.0;13345.0;TRUE;nm0000460;Jeremy Irons;1948;nm0000658;Meryl Streep;1949;32;33;1;(30.0, 35.0];(30.0, 35.0]
819;Lili Marleen;Lili Marleen;1981;120;Drama,Music,Romance;7.1;3822.0;TRUE;nm0316284;Giancarlo Giannini;1942;nm0778016;Hanna Schygulla;1943;38;39;1;(35.0, 40.0];(35.0, 40.0]
815;They All Laughed;They All Laughed;1981;115;Comedy,Romance;6.3;2546.0;TRUE;nm0001262;Ben Gazzara;1930;nm0000030;Audrey Hepburn;1929;52;51;-1;(50.0, 55.0];(50.0, 55.0]
812;Continental Divide;Continental Divide;1981;103;Comedy,Romance;6.2;5019.0;TRUE;nm0000004;John Belushi;1949;nm0001974;Blair Brown;1946;35;32;-3;(30.0, 35.0];(30.0, 35.0]
830;The Jazz Singer;The Jazz Singer;1980;115;Drama,Music,Romance;5.9;4338.0;TRUE;nm0000059;Neil Diamond;1941;nm0036109;Lucie Arnaz;1951;29;73;44;(65.0, 81.0];(25.0, 30.0]
825;Xanadu;Xanadu;1980;96;Fantasy,Musical,Romance;5.3;13028.0;TRUE;nm0000037;Gene Kelly;1912;nm0000556;Olivia Newton-John;1948;32;68;36;(65.0, 81.0];(30.0, 35.0]
822;Atlantic City;Atlantic City;1980;104;Crime,Drama,Romance;7.3;16357.0;TRUE;nm0000044;Burt Lancaster;1913;nm0000215;Susan Sarandon;1946;34;67;33;(65.0, 81.0];(30.0, 35.0]
834;The Competition;The Competition;1980;123;Drama,Music,Romance;6.7;2030.0;TRUE;nm0000377;Richard Dreyfuss;1947;nm0001388;Amy Irving;1953;27;33;6;(30.0, 35.0];(25.0, 30.0]
835;Inside Moves;Inside Moves;1980;113;Comedy,Drama,Romance;7.1;1811.0;TRUE;nm0001698;John Savage;1949;nm0769311;Diana Scarwid;1955;25;31;6;(30.0, 35.0];(20.0, 25.0]
828;The Octagon;The Octagon;1980;103;Action,Drama,Romance;5.2;5470.0;TRUE;nm0001569;Chuck Norris;1940;nm0137948;Karen Carlson;1945;35;40;5;(35.0, 40.0];(30.0, 35.0]
831;Loulou;Loulou;1980;110;Drama,Romance;6.7;3135.0;TRUE;nm0000367;Gérard Depardieu;1948;nm0001376;Isabelle Huppert;1953;27;32;5;(30.0, 35.0];(25.0, 30.0]
839;Karz;Karz;1980;159;Action,Musical,Romance;7.5;2235.0;TRUE;nm0438501;Rishi Kapoor;1952;nm0612870;Tina Ambani;1957;23;28;5;(25.0, 30.0];(20.0, 25.0]
820;The Blue Lagoon;The Blue Lagoon;1980;104;Adventure,Drama,Romance;5.8;67615.0;TRUE;nm0000803;Christopher Atkins;1961;nm0000222;Brooke Shields;1965;15;19;4;(16.0, 20.0];(12.0, 16.0]
838;Honeysuckle Rose;Honeysuckle Rose;1980;119;Drama,Music,Romance;6.3;1559.0;TRUE;nm0005268;Willie Nelson;1933;nm0001007;Dyan Cannon;1937;43;47;4;(45.0, 50.0];(40.0, 45.0]
826;Seems Like Old Times;Seems Like Old Times;1980;102;Comedy,Romance;6.7;9610.0;TRUE;nm0000331;Chevy Chase;1943;nm0000443;Goldie Hawn;1945;35;37;2;(35.0, 40.0];(30.0, 35.0]
829;Spetters;Spetters;1980;120;Drama,Romance,Sport;6.6;5326.0;TRUE;nm0867288;Hans van Tongeren;1955;nm0816030;Renée Soutendijk;1957;23;25;2;(20.0, 25.0];(20.0, 25.0]
824;Urban Cowboy;Urban Cowboy;1980;132;Drama,Romance,Western;6.4;14509.0;TRUE;nm0000237;John Travolta;1954;nm0000700;Debra Winger;1955;25;26;1;(25.0, 30.0];(20.0, 25.0]
821;Somewhere in Time;Somewhere in Time;1980;103;Drama,Fantasy,Romance;7.2;28465.0;TRUE;nm0001659;Christopher Reeve;1952;nm0005412;Jane Seymour;1951;29;28;-1;(25.0, 30.0];(25.0, 30.0]
827;Gregory's Girl;Gregory's Girl;1980;91;Comedy,Drama,Romance;7.1;8448.0;TRUE;nm0329947;John Gordon Sinclair;1962;nm0378342;Dee Hepburn;1961;19;18;-1;(16.0, 20.0];(16.0, 20.0]
837;Hero at Large;Hero at Large;1980;98;Comedy,Romance;6.0;1577.0;TRUE;nm0000615;John Ritter;1948;nm0000271;Anne Archer;1947;33;32;-1;(30.0, 35.0];(30.0, 35.0]
832;Fatso;Fatso;1980;93;Comedy,Drama,Romance;6.3;2157.0;TRUE;nm0001123;Dom DeLuise;1933;nm0000843;Anne Bancroft;1931;49;47;-2;(45.0, 50.0];(45.0, 50.0]
843;A Little Romance;A Little Romance;1979;110;Adventure,Comedy,Romance;7.5;5719.0;TRUE;nm0000059;Thelonious Bernard;1964;nm0000178;Diane Lane;1965;14;72;58;(65.0, 81.0];(12.0, 16.0]
854;Wanda Nevada;Wanda Nevada;1979;107;Comedy,Mystery,Romance;5.5;1320.0;TRUE;nm0001228;Peter Fonda;1940;nm0000222;Brooke Shields;1965;14;39;25;(35.0, 40.0];(12.0, 16.0]
848;10;10;1979;122;Comedy,Romance;6.1;17405.0;TRUE;nm0001545;Dudley Moore;1935;nm0000137;Bo Derek;1956;23;44;21;(40.0, 45.0];(20.0, 25.0]
859;Cuba;Cuba;1979;122;Adventure,Romance,Thriller;5.6;2678.0;TRUE;nm0000125;Sean Connery;1930;nm0000724;Brooke Adams;1949;30;49;19;(45.0, 50.0];(25.0, 30.0]
857;The Clonus Horror;The Clonus Horror;1979;90;Horror,Romance,Sci-Fi;3.9;2489.0;TRUE;nm0336335;Peter Graves;1926;nm0226326;Eileen Dietz;1944;35;53;18;(50.0, 55.0];(30.0, 35.0]
846;Dracula;Dracula;1979;109;Drama,Horror,Romance;6.5;9816.0;TRUE;nm0001449;Frank Langella;1938;nm0625075;Kate Nelligan;1950;29;41;12;(40.0, 45.0];(25.0, 30.0]
852;Mr. Natwarlal;Mr. Natwarlal;1979;148;Action,Comedy,Romance;6.6;1376.0;TRUE;nm0000821;Amitabh Bachchan;1942;nm0004334;Rekha Ganesan;1954;25;37;12;(35.0, 40.0];(20.0, 25.0]
840;The Rose;The Rose;1979;125;Drama,Music,Romance;7.0;8471.0;TRUE;nm0000869;Alan Bates;1934;nm0000541;Bette Midler;1945;34;45;11;(40.0, 45.0];(30.0, 35.0]
841;Dokunmayin Sabanima;Dokunmayin Sabanima;1979;79;Comedy,Romance;7.3;3868.0;TRUE;nm0839017;Kemal Sunal;1944;nm0876217;Ahu Tugba;1955;24;35;11;(30.0, 35.0];(20.0, 25.0]
844;Manhattan;Manhattan;1979;96;Comedy,Drama,Romance;7.9;137655.0;TRUE;nm0000095;Woody Allen;1935;nm0000473;Diane Keaton;1946;33;44;11;(40.0, 45.0];(30.0, 35.0]
856;Last Embrace;Last Embrace;1979;102;Mystery,Romance,Thriller;6.1;2782.0;TRUE;nm0001702;Roy Scheider;1932;nm0546755;Janet Margolin;1943;36;47;11;(45.0, 50.0];(35.0, 40.0]
842;My Brilliant Career;My Brilliant Career;1979;100;Biography,Drama,Romance;7.2;4226.0;TRUE;nm0000554;Sam Neill;1947;nm0001114;Judy Davis;1955;24;32;8;(30.0, 35.0];(20.0, 25.0]
858;Starting Over;Starting Over;1979;105;Comedy,Romance;6.4;2731.0;TRUE;nm0000608;Burt Reynolds;1936;nm0001049;Jill Clayburgh;1944;35;43;8;(40.0, 45.0];(30.0, 35.0]
845;The Electric Horseman;The Electric Horseman;1979;121;Comedy,Drama,Romance;6.4;9296.0;TRUE;nm0000602;Robert Redford;1936;nm0000404;Jane Fonda;1937;42;43;1;(40.0, 45.0];(40.0, 45.0]
851;The Main Event;The Main Event;1979;112;Comedy,Romance,Sport;5.6;2872.0;TRUE;nm0641939;Ryan O'Neal;1941;nm0000659;Barbra Streisand;1942;37;38;1;(35.0, 40.0];(35.0, 40.0]
847;The Wanderers;The Wanderers;1979;112;Crime,Drama,Romance;7.4;10843.0;TRUE;nm0906261;Ken Wahl;1954;nm0000261;Karen Allen;1951;28;25;-3;(20.0, 25.0];(25.0, 30.0]
849;Ne Olacak Simdi;Ne Olacak Simdi;1979;83;Comedy,Romance;7.5;2968.0;TRUE;nm0456241;Levent Kirca;1950;nm0785040;Nevra Serezli;1944;35;29;-6;(25.0, 30.0];(30.0, 35.0]
850;Tim;Tim;1979;109;Drama,Romance;6.4;3376.0;TRUE;nm0000154;Mel Gibson;1956;nm0001453;Piper Laurie;1932;47;23;-24;(20.0, 25.0];(45.0, 50.0]
874;Carry on Emmannuelle;Carry on Emmannuelle;1978;88;Comedy,Romance;3.3;1880.0;TRUE;nm0931054;Kenneth Williams;1926;nm0199811;Suzanne Danielle;1957;21;52;31;(50.0, 55.0];(20.0, 25.0]
870;Fedora;Fedora;1978;116;Drama,Romance;6.8;4510.0;TRUE;nm0000034;William Holden;1918;nm0445715;Marthe Keller;1945;33;60;27;(55.0, 60.0];(30.0, 35.0]
867;Goin' South;Goin' South;1978;105;Comedy,Romance,Western;6.2;7139.0;TRUE;nm0000197;Jack Nicholson;1937;nm0005460;Mary Steenburgen;1953;25;41;16;(40.0, 45.0];(20.0, 25.0]
875;House Calls;House Calls;1978;98;Comedy,Drama,Romance;6.7;1861.0;TRUE;nm0000527;Walter Matthau;1920;nm0413559;Glenda Jackson;1936;42;58;16;(55.0, 60.0];(40.0, 45.0]
868;An Unmarried Woman;An Unmarried Woman;1978;124;Comedy,Drama,Romance;7.2;5238.0;TRUE;nm0000869;Alan Bates;1934;nm0001049;Jill Clayburgh;1944;34;44;10;(40.0, 45.0];(30.0, 35.0]
879;Inek Saban;Inek Saban;1978;71;Comedy,Family,Romance;7.6;4072.0;TRUE;nm0839017;Kemal Sunal;1944;nm0945174;Defne Yalniz;1948;30;34;4;(30.0, 35.0];(25.0, 30.0]
863;Heaven Can Wait;Heaven Can Wait;1978;101;Comedy,Fantasy,Romance;6.9;20390.0;TRUE;nm0000886;Warren Beatty;1937;nm0001046;Julie Christie;1940;38;41;3;(40.0, 45.0];(35.0, 40.0]
872;Ice Castles;Ice Castles;1978;108;Drama,Romance,Sport;6.6;3438.0;TRUE;nm0000913;Robby Benson;1956;nm0000468;Lynn-Holly Johnson;1958;20;22;2;(20.0, 25.0];(16.0, 20.0]
866;California Suite;California Suite;1978;103;Comedy,Drama,Romance;6.2;7146.0;TRUE;nm0000257;Alan Alda;1936;nm0000404;Jane Fonda;1937;41;42;1;(40.0, 45.0];(40.0, 45.0]
862;Days of Heaven;Days of Heaven;1978;94;Drama,Romance;7.8;56448.0;TRUE;nm0000152;Richard Gere;1949;nm0000724;Brooke Adams;1949;29;29;0;(25.0, 30.0];(25.0, 30.0]
865;Coming Home;Coming Home;1978;127;Drama,Romance,War;7.3;13252.0;TRUE;nm0000685;Jon Voight;1938;nm0000404;Jane Fonda;1937;41;40;-1;(35.0, 40.0];(40.0, 45.0]
873;Comes a Horseman;Comes a Horseman;1978;118;Drama,Romance,Western;6.3;2747.0;TRUE;nm0001001;James Caan;1940;nm0000404;Jane Fonda;1937;41;38;-3;(35.0, 40.0];(40.0, 45.0]
860;I Wanna Hold Your Hand;I Wanna Hold Your Hand;1978;104;Comedy,Music,Romance;6.9;4879.0;TRUE;nm0223738;Bobby Di Cicco;1954;nm0000262;Nancy Allen;1950;28;24;-4;(20.0, 25.0];(25.0, 30.0]
869;Same Time, Next Year;Same Time, Next Year;1978;119;Comedy,Drama,Romance;7.2;6027.0;TRUE;nm0000257;Alan Alda;1936;nm0000995;Ellen Burstyn;1932;46;42;-4;(40.0, 45.0];(45.0, 50.0]
876;Dilâ Hanim;Dilâ Hanim;1978;86;Romance;7.3;1498.0;TRUE;nm0408381;Kadir Inanir;1949;nm0814734;Türkan Soray;1945;33;29;-4;(25.0, 30.0];(30.0, 35.0]
861;Grease;Grease;1978;110;Comedy,Musical,Romance;7.2;258403.0;TRUE;nm0000237;John Travolta;1954;nm0000556;Olivia Newton-John;1948;30;24;-6;(20.0, 25.0];(25.0, 30.0]
871;Sultan;Sultan;1978;88;Comedy,Family,Romance;7.6;3592.0;TRUE;nm0033125;Bulut Aras;1953;nm0814734;Türkan Soray;1945;33;25;-8;(20.0, 25.0];(30.0, 35.0]
877;Moment by Moment;Moment by Moment;1978;105;Drama,Romance;3.1;1229.0;TRUE;nm0000237;John Travolta;1954;nm0005499;Lily Tomlin;1939;39;24;-15;(20.0, 25.0];(35.0, 40.0]
892;You Light Up My Life;You Light Up My Life;1977;90;Drama,Music,Romance;4.7;647.0;TRUE;nm0798718;Joe Silver;1922;nm0174883;Didi Conn;1951;26;55;29;(50.0, 55.0];(25.0, 30.0]
893;Grayeagle;Grayeagle;1977;104;Adventure,Drama,Romance;5.6;595.0;TRUE;nm0424565;Ben Johnson;1918;nm0939836;Lana Wood;1946;31;59;28;(55.0, 60.0];(30.0, 35.0]
895;Sevgili dayim;Sevgili dayim;1977;82;Comedy,Romance;6.8;628.0;TRUE;nm0128496;Ali Cagaloglu;1930;nm0816430;Hale Soygazi;1950;27;47;20;(45.0, 50.0];(25.0, 30.0]
880;March or Die;March or Die;1977;107;Adventure,Drama,Romance;6.3;3409.0;TRUE;nm0000432;Gene Hackman;1930;nm0000366;Catherine Deneuve;1943;34;47;13;(45.0, 50.0];(30.0, 35.0]
889;Annie Hall;Annie Hall;1977;93;Comedy,Romance;8.0;260235.0;TRUE;nm0000095;Woody Allen;1935;nm0000473;Diane Keaton;1946;31;42;11;(40.0, 45.0];(30.0, 35.0]
896;Pathinaru Vayathinile;Pathinaru Vayathinile;1977;139;Drama,Romance;8.1;1087.0;TRUE;nm0352032;Kamal Haasan;1954;nm0004437;Sridevi;1963;14;23;9;(20.0, 25.0];(12.0, 16.0]
883;Semi-Tough;Semi-Tough;1977;108;Comedy,Romance,Sport;5.9;2987.0;TRUE;nm0000608;Burt Reynolds;1936;nm0001049;Jill Clayburgh;1944;33;41;8;(40.0, 45.0];(30.0, 35.0]
882;Maladolescenza;Maladolescenza;1977;94;Drama,Romance;5.7;2004.0;TRUE;nm0517218;Martin Loeb;1959;nm0055558;Lara Wendel;1965;12;18;6;(16.0, 20.0];(0.0, 12.0]
